uniprot_id	Master.Protein.Descriptions	logFC	CI.L	CI.R	AveExpr	t	P.Value	adj.P.Val	B	protein_desc	gene_name
Q9Y314	Nitric oxide synthase-interacting protein OS=Homo sapiens OX=9606 GN=NOSIP PE=1 SV=1	1.48251151432176	1.00323895312273	1.96178407552079	7.77561492832922	6.45105594363388	2.68301571539641e-06	0.00142101832537876	4.81745960054467	Nitric oxide synthase-interacting protein 	NOSIP 
P23396	40S ribosomal protein S3 OS=Homo sapiens OX=9606 GN=RPS3 PE=1 SV=2	-1.16958970270337	-1.55232337831738	-0.786856027089362	7.67019073582712	-6.3731209220535	3.17191590486331e-06	0.00142101832537876	4.66262403132939	40S ribosomal protein S3 	RPS3 
Q12904	Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 OS=Homo sapiens OX=9606 GN=AIMP1 PE=1 SV=2	0.971730161031093	0.607203775030326	1.33625654703186	7.29441814407504	5.55945234443047	1.90428770202449e-05	0.00568747260337982	2.99505119052546	Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 	AIMP1 
Q16637	Survival motor neuron protein OS=Homo sapiens OX=9606 GN=SMN1 PE=1 SV=1	1.16108253045391	0.693070289119766	1.62909477178806	6.24067096628957	5.17393748603916	4.56788370475544e-05	0.0102320594986522	2.17611158484947	Survival motor neuron protein 	SMN1 
P38432	Coilin OS=Homo sapiens OX=9606 GN=COIL PE=1 SV=1	1.06634143609671	0.62665974381464	1.50602312837877	7.41194293777333	5.05793450964796	5.95991585756341e-05	0.0106801692167536	1.92671601092318	Coilin 	COIL 
O15479	Melanoma-associated antigen B2 OS=Homo sapiens OX=9606 GN=MAGEB2 PE=1 SV=3	-0.705721751588716	-1.00670218652653	-0.404741316650901	7.81394486791947	-4.89001889074682	8.7762918177487e-05	0.0131059291145047	1.56364669187013	Melanoma-associated antigen B2 	MAGEB2 
P26038	Moesin OS=Homo sapiens OX=9606 GN=MSN PE=1 SV=3	0.949308984538957	0.51788351308218	1.38073445599573	7.420326653666	4.58898996245993	0.000176494687999418	0.0225913200639254	0.907795094012095	Moesin 	MSN 
P10599	Thioredoxin OS=Homo sapiens OX=9606 GN=TXN PE=1 SV=3	1.19124853076866	0.619751980535742	1.76274508100157	7.60484761109627	4.3471443729269	0.000310413945864773	0.0347663619368546	0.37779287283103	Thioredoxin 	TXN 
Q53EP0	Fibronectin type III domain-containing protein 3B OS=Homo sapiens OX=9606 GN=FNDC3B PE=1 SV=2	1.23701531384745	0.630428954500886	1.84360167319401	6.93519824849355	4.25302303744907	0.00038689114133276	0.0358601599011941	0.171160203324205	Fibronectin type III domain-containing protein 3B 	FNDC3B 
P13489	Ribonuclease inhibitor OS=Homo sapiens OX=9606 GN=RNH1 PE=1 SV=2	0.743954395586182	0.377901039598025	1.11000775157434	6.9338000732512	4.23854911716979	0.000400224998897256	0.0358601599011941	0.13937766504842	Ribonuclease inhibitor 	RNH1 
Q7KZF4	Staphylococcal nuclease domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SND1 PE=1 SV=1	-0.692787100233772	-1.03869468101741	-0.346879519450138	7.16289318569935	-4.17690897911136	0.000462367159636539	0.0376619068213035	0.00402314345842303	Staphylococcal nuclease domain-containing protein 1 	SND1 
O95292	Vesicle-associated membrane protein-associated protein B/C OS=Homo sapiens OX=9606 GN=VAPB PE=1 SV=3	0.817575894895944	0.40062008210062	1.23453170769127	7.47052984336927	4.08934116772413	0.00056762049201004	0.0395995951282863	-0.188221497278628	Vesicle-associated membrane protein-associated protein B/C 	VAPB 
Q69YN4	Protein virilizer homolog OS=Homo sapiens OX=9606 GN=VIRMA PE=1 SV=2	0.901917898601074	0.438448873125306	1.36538692407684	6.80320819754885	4.05846298939355	0.000610192728249502	0.0395995951282863	-0.255982676904935	Protein virilizer homolog 	VIRMA 
Q15269	Periodic tryptophan protein 2 homolog OS=Homo sapiens OX=9606 GN=PWP2 PE=2 SV=2	-0.722630687280543	-1.0949948462168	-0.350266528344283	6.61959333588501	-4.04728536918671	0.000626377795516134	0.0395995951282863	-0.280506479233675	Periodic tryptophan protein 2 homolog 	PWP2 
O15355	Protein phosphatase 1G OS=Homo sapiens OX=9606 GN=PPM1G PE=1 SV=1	0.998611321673999	0.480251078196733	1.51697156515126	7.33505789227154	4.01772399973803	0.000671278688711501	0.0395995951282863	-0.345349066689862	Protein phosphatase 1G 	PPM1G 
Q9BTT0	Acidic leucine-rich nuclear phosphoprotein 32 family member E OS=Homo sapiens OX=9606 GN=ANP32E PE=1 SV=1	1.02959449514308	0.492178956924871	1.5670100333613	7.53440175277141	3.99550144311249	0.000707135627290827	0.0395995951282863	-0.394077520952985	Acidic leucine-rich nuclear phosphoprotein 32 family member E 	ANP32E 
P55209	Nucleosome assembly protein 1-like 1 OS=Homo sapiens OX=9606 GN=NAP1L1 PE=1 SV=1	1.37243036163191	0.638898503355138	2.10596221990869	6.71094952599804	3.90199434400515	0.000880157102143733	0.0463894566776932	-0.598918192490226	Nucleosome assembly protein 1-like 1 	NAP1L1 
O95239	Chromosome-associated kinesin KIF4A OS=Homo sapiens OX=9606 GN=KIF4A PE=1 SV=3	0.758040079431289	0.346746392388327	1.16933376647425	6.6696812114137	3.84375257294611	0.00100860882338823	0.0478631287399263	-0.726302596836302	Chromosome-associated kinesin KIF4A 	KIF4A 
P10515	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial OS=Homo sapiens OX=9606 GN=DLAT PE=1 SV=3	1.56913043316624	0.717164708760343	2.42109615757213	7.5829084793751	3.84106999774156	0.00101495473890469	0.0478631287399263	-0.732165383881092	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial 	DLAT 
Q86V48	Leucine zipper protein 1 OS=Homo sapiens OX=9606 GN=LUZP1 PE=1 SV=2	0.629410363288467	0.283959178672024	0.974861547904909	6.96546038141141	3.79981543005959	0.00111769474439215	0.0499378075784625	-0.822272867027028	Leucine zipper protein 1 	LUZP1 
P42696	RNA-binding protein 34 OS=Homo sapiens OX=9606 GN=RBM34 PE=1 SV=2	1.2658991143751	0.565284102063821	1.96651412668639	5.86272146424506	3.76820877108387	0.0012033366537297	0.0499378075784625	-0.891233017435468	RNA-binding protein 34 	RBM34 
Q15029	116 kDa U5 small nuclear ribonucleoprotein component OS=Homo sapiens OX=9606 GN=EFTUD2 PE=1 SV=1	-0.658008981018854	-1.02296471579154	-0.293053246246172	6.97055328963786	-3.7601652178977	0.00122615152536404	0.0499378075784625	-0.908771542596458	116 kDa U5 small nuclear ribonucleoprotein component 	EFTUD2 
Q14152	Eukaryotic translation initiation factor 3 subunit A OS=Homo sapiens OX=9606 GN=EIF3A PE=1 SV=1	-0.47979799254391	-0.747531829018777	-0.212064156069043	7.03423930117236	-3.73740759895838	0.00129305154525935	0.0503727906327121	-0.958367593763633	Eukaryotic translation initiation factor 3 subunit A 	EIF3A 
